Subject,Code,Description
EDUC,316,"3.0; 3 cr.
A study of Arab educational systems, with a focus on their major problems in light of 
changing situations. Annually.
"
EDUC,317,"3.0; 3 cr.
A  study  of  theory  and  practice  of  test  construction  and  use.  The  goal  of  this  course 
is  to  build  a  broad  background  of  information  and  skill  for  the  proper  evaluation  of 
psychological tests and the correct interpretation and use of test results. A wide variety 
of  tests  are  examined,  with  emphasis  on  major  tests  of  intelligence  and  aptitude, 
achievement and personality. Alternate years.
"
EDUC,318,"3.0; 3 cr.
Development of testing techniques and skills for appraisal of the cognitive and affective 
objectives of instruction. Alternate years.
"
EDUC,321,"3.0; 3 cr.
A  course  that  aims  at  the  development  of  a  scientific  orientation  in  the  solution 
of  educational  problems.  This  course  develops  students’  skills  in  identifying  and 
developing  research  problems  dealing  with  a  variety  of  research  designs.  Basic 
statistical concepts are included. Annually.
"
EDUC,322,"3.0; 3 cr.
An  analysis  of  respondent,  instrumental  and  social  learning  theory  as  well  as  the 
application of experimentally derived principles of learning to problems of educational 
and social significance. Annually.
"
EDUC,324,"Principles and Practices of Teaching Reading and Literature  3.0; 3 cr.
Models of the reading process, research and pedagogical implications, and issues of 
comprehension and appreciation of literature. Annually.
"
EDUC,325," 
A consideration of various current approaches to teaching writing and the relationship 
of language, logic, rhetoric and culture. Annually.
"
EDUC,326,"3.0; 3 cr.
An  examination  of  the  organization,  scope  and  sequence  of  curricula,  with  special 
emphasis on various approaches to curriculum development. Annually.
"
EDUC,328,"3.0; 3 cr.
A  seminar  on  selected  topics  in  linguistics,  psychology,  or  instructional  aids  and 
technology,  and  the  application  to  classroom  problems  of  teaching  and  evaluation. 
Annually.
"
EDUC,329,"3.0; 3 cr.
A seminar on the different theories of social change, followed by an examination of the 
school system and the teacher as an agent of social change. Annually.
"
EDUC,330,"3.0; 3 cr.
A survey of various theories and approaches to the study and practice of guidance and 
counseling. Annually.
"
EDUC,331,"1.4; 3 cr.
Supervised  experience  in  counseling  in  the  school  setting;  observing,  interviewing 
and testing as needed for educational and vocational objectives to meet pupil needs. 
Prerequisite: EDUC 330 or EDUC 322. Annually.
"
EDUC,332," 
Theory  and  practice  of  educational  planning  for  social  and  economic  development; 
techniques  of  assessing  manpower  needs  and  translating  these  into  educational 
strategies and plans. Alternate years.
"
EDUC,333,"2.2; 3 cr.
Survey  of  major  models  of  professional  development  used  primarily  in  schools  and 
other  educational  settings.  Students  gain  experience  designing,  conducting  and 
evaluating  professional  development  for  education  practitioners.  Includes  a  field-
based experience and should be taken late in the program. Alternate years.
"
EDUC,334,"3.0; 3 cr.
Aims  primarily  at  developing  students’  skills  in  conducting  cyclic,  participative, 
qualitative and reflective research, with an emphasis on data collection and analysis 
methods. Alternate years.
"
EDUC,335," 
Recent research, curricular and methodological developments in elementary language 
arts education. Alternate years.
"
EDUC,336," 
Recent research as well as curricular and methodological developments in elementary 
science and mathematics education. Alternate years.
"
EDUC,390,"3.0; 1-3 cr.
A course that deals with special issues and concerns not included in regular courses. 
Topics offered during the last few years include economics of education in Lebanon. 
May not be repeated for credit.
"
EDUC,395AB,"Prerequisite: Consent of advisor.
"
SOAN,300,"An  advanced  course  in  the  formulation  of  research  problems,  research  designs,  and 
techniques of data collection including quantitative and qualitative methods and micro 
versus  macro  approaches  to  social  reality.  Students  participate  in  actual  research 
projects  and  apply  various  techniques  of  data  collection  and  analysis  to  interpret 
research findings. Annually.
"
SOAN,301,"3.0; 3 cr.
Anthropology  or  any  sociocultural  research  is  not  simply  the  gathering  of  data.  The 
course will expose students to the classic and cutting-edge texts in anthropology today. 
Readings include the works of Mauss, Evans-Pritchard, Malinowski and texts that have 
had the most impact in the field in the last decade. Close attention to the crafting of 
ethnographies will teach students an analytical method of reading that will help them 
understand the choices of theory, methodology and style that have been made to create 
classic anthropological knowledge. Thus, this course will enable students to conceive, 
devise and write-up their own ethnographic research. Alternate years.
"
SOAN,302,"3.0; 3 cr.
This  graduate  seminar  explores  anthropological  approaches  to  the  study  of  mental 
health and illness. It will introduce students to theoretical traditions in medical and 
psychological  anthropology.  Addressing  ethnographies  from  different  settings,  the 
course  treats  works  on  subjective  experiences,  becoming  cultural  beings  as  well  as 
on  mental  health  as  scientific  practice  and  objects  of  knowledge  and  intervention. 
Occasionally.
"
SOAN,303,"3.0; 3 cr.
This  course  combines  cultural  anthropology,  art  studies,  urban  studies  and  history 
to  look  at  the  role  of  sensuality  and  aesthetics  in  social  movements  that  involve 
envisioning a different future. Focusing on case studies from the Arab world, the US and 
the former Soviet Union, the course will expose students to the most recent literature in 
affect theory, critical art theory and Middle East studies, as well as the classic texts on 
power, social hierarchy and structuralism. Occasionally.
"
SOAN,304,"3.0; 3 cr.
This  course  is  about  the  various  methods  of  enquiry  and  interpretation  used  in 
anthropological research. Though ethnographic methods are shaped by each research 
situation and its particular historical and cultural circumstances, they are also guided by 
broad theoretical questions. This course takes the perspective that research is comprised 
of  three  interrelated  domains:  creative  theoretical  speculation,  methodological 
‘operationalization’ of theoretical questions and concrete research practices. The trick 
(or ‘magic’) of ethnographic research is to relate empirical and observational data in 
many forms to the theories that motivate their collection. We explore the politics and 
ethics of research, kinds of observation, effective interviewing strategies, note-taking, 
conducting surveys, examining archives, ways of ‘coding’ or indexing information, data 
analysis and approaches to writing. Annually.
"
SOAN,307,"3.0; 3 cr.
The seminar is an exploration of the strategies and courses of action for post-conflict 
societies. Consistent with the perspectives and premises of transnational justice, this 
seminar examines the ways in which states and the international community attempt 
to achieve justice in periods of political transition. Some of the leading theories and 
applied dimensions will be critically assessed in light of the operation of international 
and domestic criminal, historical and administrative justice. Annually.
"
SOAN,308,"3.0;3 cr.
This course provides students with an overview of the decolonization processes and 
their main intellectual legacies and outcomes in the formerly colonized world. It engages 
the main debates in post-colonial and later decolonial theory, and the major themes and 
thinkers of the anti-colonial struggles of the 20th century. Occasionally.
"
SOAN,310,"3.0; 3 cr.
An in-depth survey of the major theoretical developments in sociocultural anthropology. 
The seminar focuses on both chronological treatment of issues and theories as well as 
on the contributions of leading theorists. Prerequisite: Graduate standing or consent of 
instructor. Annually.
"
SOAN,312,"3.0; 3 cr.
The  seminar  critically  explores  some  of  the  enduring  controversies  and  major 
developments in sociological theory. An effort is first made to elucidate the origins, 
strategies,  and  ideological  antecedents  and  components  of  sociological  theory. 
A  special  focus  is  placed  on  the  reformulations  of  the  classic  tradition  and  recent 
postmodern and other promising directions. Annually.
"
SOAN,313,"The seminar introduces students to trends in media studies research and theoretical 
approaches to the media and communication process. Focus is placed on contemporary 
media  and  communication  theories.  Prerequisite:  Restricted  to  major  or  instructor 
consent. Annually.
"
MCOM,301,"The seminar introduces students to trends in media studies research and theoretical 
approaches to the media and communication process. Focus is placed on contemporary 
media  and  communication  theories.  Prerequisite:  Restricted  to  major  or  instructor 
consent. Annually.
"
SOAN,315,"3.0; 3 cr.
A seminar exploring social structures, cultural patterns, processes and agents of social 
and  cultural  change.  This  course  includes  presentation  and  analysis  of  field  data. 
Occasionally.
"
SOAN,317,"A seminar on the political, social and economic effects of the Arab media on modern 
Arab  society.  Special  attention  is  given  to  the  relationship  between  communication 
media on social and sociocultural change. Prerequisite: Restricted to major or instructor 
consent. Annually. 
"
MCOM,302,"A seminar on the political, social and economic effects of the Arab media on modern 
Arab  society.  Special  attention  is  given  to  the  relationship  between  communication 
media on social and sociocultural change. Prerequisite: Restricted to major or instructor 
consent. Annually. 
"
SOAN,318,"3.0; 3 cr.
This  graduate  seminar  explores  sociological  and  anthropological  approaches  and 
theories to the study of migration. A comparative study of the causes and effects of 
human migration worldwide. This course covers issues concerned with voluntary and 
forced  migration  as  well  as  with  temporary  labor  migration  and  voluntary  migration 
and resettlement, with an emphasis on current refugee crises in the Arab region and 
diasporic movements. Alternate years.
"
SOAN,320,"3.0; 3 cr.
This, like other graduate tutorials in sociology and communication, is open to graduate 
students preferably during the second term of their first year of program study. Tutorials 
provide  opportunities  for  students  to  pursue  directed  readings  and  preliminary 
grounded research of relevance to their envisaged fields of concentration. May not be 
repeated for credit. Occasionally.
"
SOAN,321,"May not be repeated for credit. Occasionally.
"
SOAN,323,"3.0; 3 cr.
This, like other special topics in sociology and communication, is normally devoted to 
SOAN faculty or visiting professors and recognized scholars to explore topics of current 
interest. May be repeated for credit. Occasionally.
"
SOAN,324,"May be repeated for credit. Occasionally.
"
SOAN,395A,"Successful defense of thesis proposal. Prerequisite: Consent of advisor.
"
SOAN,395B,"0 cr. 
Successful  defense  of  thesis  proposal  and  3000-  to  5000-  word  report  of  10  public 
lectures/events  (organized  by  SOAM)  attended  during  graduate  years  of  enrollment. 
Prerequisite: Consent of advisor.
"
MCOM,300,"2.2; 3 cr. 
This course teaches students how to critically read, design and implement scientific 
research  and  use  quantitative,  qualitative,  and  mixed  methods  and  data  analysis 
techniques  to  address  research  questions  common  in  the  field  of  media  studies. 
Students participate in actual research projects and apply various techniques of data 
collection,  analysis  and  interpretation.  Prerequisite:  Restricted  to  major  or  instructor 
consent. Annually. 
"
MCOM,313,"3.0; 3 cr.
A seminar on the role of communication in developing societies, with focus on the media 
as a modernizing agent and on questions that are relevant to the understanding of the 
socioeconomic developmental process in less developed cultures. Occasionally. 
"
MCOM,314,"3.0; 3 cr.
In this graduate seminar, students will be introduced to some of the key debates and 
issues facing the field of media studies in our increasingly global era. In the last twenty 
years,  “globalization”  has  become  an  academic  buzzword.  What  does  globalization 
mean  for  the  production,  distribution  and  reception  of  media  texts,  including  film, 
television,  social  media  and  music?  In  this  course,  students  will  be  introduced  to  a 
variety of issues in transnational media studies. Readings will deal with questions of 
media  industries,  transnational  distribution  practices,  methods  of  surveillance  and 
security, and social media activism. Occasionally.
"
MCOM,315,"3.0; 3 cr.
In  this  graduate  seminar,  students  will  be  introduced  to  several  important  ongoing 
debates  regarding  the  intersection  of  race  and  media.  After  looking  at  a  variety  of 
scholarly approaches to race, students will closely examine an array of contemporary 
interventions  in  media  and  race  studies.  Topics  may  include  lynching  photography, 
Hollywood orientalism, music videos, race on the Internet, zombie horror cinema and 
the racialization of bodies in the era of drone warfare. Occasionally.
"
MCOM,316,"3.0; 3 cr.
This  course  examines  the  complex  relationship  between  media,  modern  forms  of 
belief,  and  their  role  in  contemporary  social  and  political  conflict.  The  course  takes 
"
MCOM,317,"3.0; 3 cr.
This  seminar  examines  media’s  central  role  in  the  production  and  circulation  of 
narratives  and  counter-narratives  of  gender  oppression  and  sexual  liberation  in  the 
region.  Through  critical  readings  in  film,  television  and  literature,  we  consider  how 
representations  of  male  dominance,  women’s  emancipation  and  LGBT  rights  have 
shaped Middle Eastern politics with particular emphasis on decolonization, the War on 
Terror and immigration. Occasionally.
"
MCOM,362,"3.0; 3 cr.
This course examines the role of the media in constructing our social reality through 
an examination of media practices both historically and in the present. It particularly 
examines the representations of Arabs and the Arab world in the Western media, and 
the US in the Arab media. It covers politics of culture and identity as they shape and 
intersect with today’s globalized media. Occasionally. 
"
MCOM,363,"3.0; 3 cr.
This course situates the history of communication – from the telegraph to today’s social 
media – as more than a history of technology, and discusses the complexity with which 
the social world is constructed. Both technology and history enter into conversation, 
opening  up  points  of  critical  engagement  of  modern  understandings  of  the  world. 
Occasionally.
"
MCOM,390,"3.0; 3 cr.
This course is normally devoted to MCOM faculty or visiting professors and recognized 
scholars to explore topics of current interest. May be repeated for credit. Occasionally. 
"
MCOM,391,"3.0; 3 cr. 
This course is open to graduate students preferably during the second term of their first 
year of program study. Tutorials provide opportunities for students to pursue directed 
readings and preliminary grounded research of relevance to their envisaged fields of 
concentration. May not be repeated for credit. 
"
MCOM,395AB,"Prerequisite: Consent of advisor. 
"
SOAN,314,"This  course  provides  an  overview  of  the  contemporary  social,  political  and  cultural 
experience of the Palestinians through case studies of different Palestinian communities. 
It identifies key events and themes in the modern Palestinian experience, and draws on 
different full-time and visiting faculty research expertise to examine themes relating 
to the Nakba and memory, settler-colonialism, transnational Palestine, refugees and 
migration, art, medicine, religion and kinship, among others. Occasionally.
"
PSPA,300,"3.0; 3 cr.
An introduction to the philosophy of science and how it influences the choice of research 
design.  Emphasis  is  on  developing  skills  that  are  useful  for  any  method  (survey, 
research,  comparative  historical  analysis,  game  theory).  The  objective  is  to  provide 
students with the practical tools they need to successfully complete original research. 
Core course. Annually.
"
PSPA,301,"3.0; 3 cr.
A course that provides critical examination and analysis of the theoretical bases and 
perennial issues of political theory and ideologies. Core course. Annually.
"
PSPA,302,"3.0; 3 cr.
The  aim  of  this  course  is  to  explore  the  various  intellectual,  academic  and  political 
debates  around  the  notion  of  modernity.  Topics  covered  in  this  seminar  include: 
modernity; modernization and the modern project; reason and rationalization; religion 
and  secularization;  knowledge,  post-colonialism  and  post-modernism;  and  other 
related topics. Occasionally.
"
PSPA,303,"3.0; 3 cr.
An  in-depth  course  on  modern  Islamic  political  thought.  This  course  focuses  on  the 
historical  and  intellectual  developments  that  have  fueled  both  revolutionary  and 
conservative  trends  in  Islamic  political  movements  and  states.  Discussions  cover 
issues such as the relationships between religion and politics, political philosophy and 
ideology, and political action and revolution. Occasionally.
"
PSPA,304,"3.0; 3 cr.
A course that surveys various theories and theorists such as Marxism, Polyani, rational 
choice  and  the  new  institutionalism.  It  introduces  students  to  the  study  of  how  the 
political system and economy interact. Occasionally.
"
PSPA,305,"3.0; 3 cr.
The  aim  of  this  course  is  to  explore  various  intellectual  and  political  debates  in  the 
modern Arab world. The course will provide an overview of the development of modern 
Arab  political  thought  and  will  present  some  of  the  main  intellectual  and  academic 
debates in this domain. Topics covered in this seminar include: modernity and tradition, 
orientalism and the West, nationalism, Marxism, liberalism and other related topics. 
Alternate years.
"
PSPA,306,"3.0; 3 cr.
A  course  that  deals  with  various  methods  of  data  collection  and  analysis.  Specific 
research  methods  include  both  quantitative  and  qualitative  techniques  such  as 
experimental, survey, field observation, content analysis, historical/comparative and 
evaluation. Occasionally.
"
PSPA,307,"3.0; 3 cr.
The  course  explores  different  aspects  of  the  relationship  between  knowledge  and 
power. It draws on different philosophical and sociological traditions in political theory 
to shed light on core cognitive, social, and ethical aspects and dilemmas that concern 
social scientists both as knowledge-producers who reflect onto power as a conceptual 
and empirical reality, and as social agents who are themselves inscribed in structures 
and relations of power. Occasionally.
"
PSPA,309,"May be repeated for credit. Occasionally.
"
PSPA,310,"3.0; 3 cr.
This seminar provides a survey of the discipline of international politics and contemporary 
research  in  the  field.  In  addition  to  covering  central  theoretical  perspectives  in 
international  relations  theory,  the  course  will  introduce  students  to  contemporary 
debates  in  international  politics  and  policy  with  an  emphasis  on  topics  and  themes 
relating to the Middle East. Students will develop critical thinking and analytical writing 
skills through close reading of key texts and writing exercises. Core course. Annually.
"
PSPA,311,"3.0; 3 cr.
This seminar deals with issues and themes relevant to contemporary Middle Eastern 
politics within the context of international relations. It explores how the politics of the 
Middle East, US policy in the Middle East, and the Middle East as a regional system 
have  been  understood  and  represented  through  the  lens  of  international  relations 
theory and scholarship. Topics include: the evolution of the Middle East state system, 
Arab Nationalism and the Cold War, the Arab-Israeli conflict and US policy towards Israel 
and the Palestinians, the geopolitics of oil and the Gulf, the Iraq War and its regional 
consequences, Iran’s role in the Arab world, the question of empire and the future of US 
grand strategy, and Lebanon’s position in regional politics. Annually.
"
PSPA,312,"3.0; 3 cr.
A  course  that  aims  to  provide  an  understanding  of  the  principles  underlying  public 
international law, which facilitates relations among states, resolves disputes, protects 
human rights, allocates resources and restricts conduct during war time. Emphasis is 
placed on subfields of international law most closely connected to international politics 
such as the legal consequences of very serious violations of international law, the role 
played by the United Nations or the legal regulation of the use of force. Reflecting upon 
the kind of role international law plays in the conduct of international relations, this 
course includes many recent case studies and tackles some of the major debates in the 
field. Annually.
"
PSPA,313,"3.0; 3 cr.
Security  motives  play  an  essential  role  in  international  politics,  particularly  in  the 
conduct of international relations. This course deals with major issues in international 
security that may include arms control, disarmament, as well as new types of threats, 
such as terrorism or environmental degradation. It covers traditional and less traditional 
perspectives on the field. Occasionally.
"
PSPA,314,"3.0; 3 cr.
This  seminar  examines  the  role  of  the  United  Nations  (UN)  within  the  context  of 
international politics, security and development. It focuses on the UN role in the Global 
South, particularly the Arab region. The course explores theoretical perspectives on the 
role of the UN in world politics and traces the evolution of UN institutions, in particular 
UN  peacekeeping,  from  the  Cold  War  to  post-Cold  War  period  including  the  war  on 
terror. It then considers a series of case studies in depth. The course will include, when 
possible, guest presentations from UN officials and a field trip to better appreciate the 
conditions within which UN operations work. Occasionally.
"
PSPA,315,"3.0; 3 cr.
This seminar examines whether a solution between Palestinians and Jewish Israelis is 
possible in the historic land of Palestine, and if so how. The course takes a historical 
approach to trace the root causes of the conflict and understand the main narratives 
that drive the Palestinian and Jewish national movements, as well as to understand the 
larger context and structure within which these narratives take place. It also tracks the 
long history of peace initiatives put forward by the great powers – starting with the UN 
partition plan and ending with the post Cold War, US-sponsored peace process – and 
how the shifting international rules and norms that underlie these initiatives have both 
shaped and reflected the realities on the ground in terms of both power and resistance. 
Annually.
"
PSPA,316,"A  course  that  seeks  to  provide  a  broad  overview  of  the  key  concepts,  actors  and 
issues  related  to  global  environmental  policy.  This  course  outlines  the  evolution  of 
environmental policy in facing global environmental challenges and how such policies 
have  become  inherently  intertwined  with  government  policy,  business  practice  and 
international trade. Annually.
"
ENSC,650,"A  course  that  seeks  to  provide  a  broad  overview  of  the  key  concepts,  actors  and 
issues  related  to  global  environmental  policy.  This  course  outlines  the  evolution  of 
environmental policy in facing global environmental challenges and how such policies 
have  become  inherently  intertwined  with  government  policy,  business  practice  and 
international trade. Annually.
"
PSPA,317,"3.0; 3 cr.
This  course  provides  a  critical  examination  of  the  politics  of  international  economic 
relations,  global  economic  development,  and  transnational  economic  activity  with  a 
special emphasis on the position and experiences of the Middle East states in the global 
political economy. The course offers a survey of theoretical approaches to international 
political economy and addresses themes critical to the experience of the Middle East 
such as state-led industrialization, trade and regionalism, finance, oil, labor migration, 
MNCs,  transnational  movements,  globalization,  neo  liberalism,  and  the  politics  of 
development and global governance. Occasionally.
"
PSPA,318,"3.0; 3 cr.
The seminar offers a critical study of readings drawn from the major theoretical traditions 
(realism, liberalism, constructivism) in international relations theory as well as critical 
approaches and trends. Occasionally.
"
PSPA,319,"May be repeated for credit. Occasionally.
"
PSPA,320,"3.0; 3 cr.
A  survey  of  various  paradigms  in  comparative  politics,  focusing  on  behavioralist, 
institutional, development and radical approaches. Themes such as structure of power, 
state-society relations, political development, political culture and political economy 
are emphasized. Core course. Annually.
"
PSPA,321,"3.0; 3 cr.
A course that analyzes contemporary politics in selected Middle Eastern states. This 
course  emphasizes  the  problems  of  political  participation,  effective  governance  and 
socio-economic development. Occasionally.
"
PSPA,322,"3.0; 3 cr.
A  course  that  examines  political  institutions,  processes  and  problems  facing 
governments  in  selected  countries  outside  the  Middle  East.  This  course  focuses  on 
topics such as authoritarian systems, relations between the public and private sector, 
and politics of collective identity. Occasionally.
"
PSPA,323,"3.0; 3 cr.
A course that deals with the emergence of ethnic and religious issues in the Middle East, 
with emphasis on post World War I developments. This course addresses the situation of 
minority groups, the nature of their demands and their prospects of achieving them. In 
addition, this course assesses the impact of localism on the nation-state in the region. 
Annually.
"
PSPA,324,"3.0; 3 cr.
A course that examines the evolution of the political system and the different approaches 
to the study of government institutions in Lebanon. This course focuses on patterns of 
change involving state and society from the founding of the state in the early 1920s to 
the present. Occasionally.
"
PSPA,325,"3.0; 3 cr.
This  course  examines  the  genesis  and  evolution  of  major  political  trends  that  have 
been impacting the Middle East and North Africa since the latter part of the nineteenth 
century, especially colonialism, nationalism and nation-building, transnational political 
conflict, religious extremism, the politics of oil and security issues. Occasionally.
"
PSPA,329,"May be repeated for credit. Occasionally.
"
PSPA,330,"3.0; 3 cr.
A graduate seminar in which selected topics are arranged on an individual basis where 
existing courses do not offer the required subject matter. May be repeated for credit. 
Annually.
"
PSPA,341,"An introduction to contemporary legislative approaches to environmental protection, 
the  rationales  for  their  embodiment  in  policies,  and  their  effectiveness  in  achieving 
prescribed goals and alleviating environmental degradation. This course also examines 
the emergence of environmental initiatives in developing countries with a focus on the 
latest developments in Lebanon. Occasionally.
"
ENSC,657,"An introduction to contemporary legislative approaches to environmental protection, 
the  rationales  for  their  embodiment  in  policies,  and  their  effectiveness  in  achieving 
prescribed goals and alleviating environmental degradation. This course also examines 
the emergence of environmental initiatives in developing countries with a focus on the 
latest developments in Lebanon. Occasionally.
"
PSPA,343,"An  introduction  to  contemporary  approaches  to  global  environmental  negotiation 
and  conflict  resolution,  including  the  efforts  of  international  organizations  at  risk 
communication,  mediation  and  facilitation.  This  course  focuses  on  procedures  to 
manage negotiations of environmental conflicts and disputes between governments, 
corporations,  ecologists,  the  media  and  the  general  population.  Information  is  also 
provided on environmental dispute cases successfully resolved. Alternate years.
"
ENSC,658,"An  introduction  to  contemporary  approaches  to  global  environmental  negotiation 
and  conflict  resolution,  including  the  efforts  of  international  organizations  at  risk 
communication,  mediation  and  facilitation.  This  course  focuses  on  procedures  to 
manage negotiations of environmental conflicts and disputes between governments, 
corporations,  ecologists,  the  media  and  the  general  population.  Information  is  also 
provided on environmental dispute cases successfully resolved. Alternate years.
"
PSPA,345,"May be repeated for credit. Occasionally.
"
PSPA,346,"May be repeated for credit. Occasionally.
"
PSPA,350,"3.0; 3 cr.
This  seminar  is  an  advanced  study  and  analysis  of  the  development  of  organization 
theory, from its foundations and origins up to the present. It takes an interdisciplinary 
approach that reviews the key critical readings and debates with their different levels 
of abstraction and analysis as well as their lasting contributions. It also discusses the 
contemporary research activities and findings in the field of organization theory. Core 
course. Annually.
"
PSPA,351,"3.0; 3 cr.
This seminar is an advanced study and analysis of the field of public administration, from 
its foundations and origins up to the present. It covers topics such as: historical public 
administration, the traditional model of public administration, new public management 
and  collaborative  public  administration.  The  course  will  also  review  contemporary 
research activities and findings related to public administration. Core course. Annually.
"
PSPA,352,"3.0; 3 cr.
This  seminar  covers  topics  related  to  the  substance,  methods  and  frameworks  of 
public policy in a variety of disciplines including: welfare economics, political science, 
political economy and organization theory. Emphasizing the role of theory in empirical 
policy research, the course illuminates the various policies and policy challenges in the 
following substantive areas: economics, education, the environment, national security 
and immigration. Core course. Annually.
"
PSPA,360,"3.0; 3.cr.
This seminar provides an introduction to policy analysis typologies, policy tools and 
the factors that shape the utilization of policy analysis. It is designed to give students 
the theoretical and practical exposure to the process of analyzing public policy as well 
as to its relevant qualitative, survey and mixed method approaches and techniques. 
Annually.
"
PSPA,361,"3.0; 3 cr.
This seminar introduces students to the theoretical and practical foundations underlying 
the use of program evaluation in the public and non-profit sectors. Based in large part 
on  the  logic-model  process  of  program  evaluation,  it  reviews  the  quantitative  and 
qualitative techniques used by managers to analyze program processes, outputs and 
outcomes. It also considers issues such as client management, data collection, data 
presentation and research ethics. Annually.
"
PSPA,362,"3.0; 3 cr.
This seminar covers topics and frameworks related to the substance and approaches of 
public policy as they relate to public administration. Students will engage in a serious 
analysis of the economic, social and cultural assumptions that underpin government and 
its relationship to the polity. The course is also designed to give students an organized 
opportunity to investigate their own interests within a specific key policy area. Annually.
"
PSPA,363,"3.0; 3 cr.
This  seminar  examines  the  theory,  practice,  concepts  and  problems  related  to  the 
administrative  and  political  management  of  public  financial  resources  and  public 
sector budgeting. It reviews how economic, political, social and institutional factors, 
and resources are transformed into budgetary policy. It analyzes the organizational, 
structural,  managerial  and  legal  aspects  of  the  public  budget,  as  well  as  the  most 
important problems in the phases of the public budget cycle. Annually.
"
PSPA,370,"3.0; 3 cr.
This seminar explores theories and models of human resource management, including 
the  policies  and  processes  that  relate  to  governmental  personnel.  It  acquaints 
students  with  the  authority,  responsibility,  functions  and  problems  of  the  human 
resource  management  in  areas  such  as  staffing,  human  resource  development, 
performance appraisal, teamwork and compensation. The seminar examines personal 
and professional issues related to modern Human Resource Management (HRM) from 
recruitment to termination. The emphasis is on developing familiarity with the real world 
applications required of employers and managers. Annually.
"
PSPA,371,"3.0; 3 cr.
This seminar investigates the conceptual and practical boundaries of public management 
reform initiatives from a comparative perspective. Moving beyond the foundations of 
traditional public administration, topics covered include performance and personnel 
management,  privatization,  e-government  and  accountability.  The  limits  of  public 
management will also be considered. Annually.
"
PSPA,372,"This  seminar  examines  the  distinction  between  leadership  and  management  from 
theoretical and applied perspectives. It also analyzes the major theories of leadership 
and  assesses  their  impact  on  group  and  individual  behavior  in  light  of  personality 
differences and cross-cultural management. Alternate years.
"
PSPA,373,"3.0; 3 cr.
This  seminar  covers  contemporary  perspectives  on  ethics  and  ethical  behavior  in 
government.  It  focuses  on  the  interactions  between  government  and  society  and 
analyzes the political, legal, economic and social environments of societal organizations. 
Some  of  the  contemporary  issues  addressed  are:  transparency,  accountability  and 
responsiveness, corruptive practices in public administration, administrative discretion 
and social justice. Alternate years.
"
PSPA,374,"3.0; 3 cr.
A course that examines the development and characteristics of non-profit management 
systems,  managerial  challenges,  and  the  application  of  theories  and  mechanisms 
relevant to non-profit management. This course covers topics such as organizational 
structure, 
financial  management,  board-executive  relations  and  public-private 
cooperation. Alternate years.
"
PSPA,380,"May be repeated for credit. Occasionally.
"
PSPA,381,"May be repeated for credit. Occasionally.
"
PSPA,382,"3.0; 3 cr.
A tutorial in which selected topics are arranged on an individual basis where existing 
courses do not offer the required subject matter. May not be repeated for credit. Annually.
"
PSPA,383,"3.0; 3 cr.
A tutorial in which selected topics are arranged on an individual basis where existing 
courses do not offer the required subject matter. May not be repeated for credit. Annually.
"
PSPA,395A,"Prerequisite: Consent of advisor.
"
PSPA,395B,"Prerequisite: Consent of advisor.
"
PPIA,301,"3.0; 3 cr.
The  course  covers  topics  related  to  the  formation,  development  and  evolution  of 
frameworks  of  public  policy.  It  compares  theories  and  models  of  policy-making  and 
decision-making  to  illustrate  the  special  requirements  of  the  country’s  context  and 
environment.  It  examines  the  roles  of  various  participants  in  the  policy  process: 
legislators, political parties, interest groups, civil society groups, media, administrative 
structures,  citizens  and  the  judiciary.  Using  a  comparative  perspective,  the  course 
discusses how public policy is formulated, and how and why it changes. The course also 
examines the role of formal and informal institutions, actors, structures and networks 
including challenges. The course provides students with an increased understanding of 
theories of public policy, and the ability to critically analyze and compare public policy.  
Annually.
"
PPIA,302,"3.0, 3 cr.
The seminar provides a survey of international affairs and policy. In addition to covering 
central  theoretical  perspectives,  the  course  will  introduce  students  to  contemporary 
political,  economic,  social,  and/or  environmental  issues  as  well  as  relevant  actors 
and institutions with a special focus on those relevant to Lebanon and the Arab world. 
Students will develop critical thinking and analytical writing skills through close reading 
of key texts and writing exercises. Student engagement will include activities such as 
class presentations and participation in policy simulations. Annually.
"
PPIA,304,"3.0; 3 cr.
This  course  offers  students  historical,  political  and  policy  analysis  of  development 
both  as  a  reality  and  as  a  concept  and  discipline  in  the  social  sciences.  It  explains 
the  emergence  and  continuing  relevance  of  development,  offering  particular  critical 
attention to the close interdependence between development paradigms, international 
institutions  (UN  System,  World  Bank)  and  global  political  economy.  The  course 
deepens and broadens students’ historical understanding of the antecedents behind 
contemporaneous global and local development issues and challenges with a critical 
focus on the interdependence between science, advocacy and policy. Annually.
"
PPIA,306,"3.0; 3 cr.
This course starts from the premise that history matters and that a long-term view of 
production, power and social change is essential for understanding enduring patters of 
wealth and poverty in the contemporary world. It goes on to provide students with an 
overview of scholarly debates on the causes and consequences of the rise of Europe, 
asking whether the historical literature on state formation and capitalist development 
helps us understand socio-political developmental success and failure in the Global 
South after WWII. By emphasizing the historical specificity of the structure of social 
power  inherited  from  the  agrarian  past,  the  course  tries  to  highlight  the  pitfalls  of 
deploying  models  based  on  European  example  for  understanding  development  and 
social change in other parts of the globe. Annually.
"
